Image_name,Emotion
44329.png,sorrow
42061.png,angry
59500.png,happy
66981.png,fear
74599.png,disgust
93234.png,neutral
73793.png,disregard
87986.png,surprise
388.png,neutral
8101.png,surprise
51750.png,neutral
82857.png,disregard
63592.png,angry
96760.png,disgust
10824.png,angry
68997.png,happy
28977.png,happy
88197.png,disgust
13022.png,surprise
66719.png,happy
5609.png,happy
67072.png,surprise
85727.png,disgust
72312.png,surprise
96916.png,neutral
74854.png,surprise
25916.png,sorrow
222.png,disgust
10898.png,disregard
70491.png,disregard
22237.png,disregard
39518.png,angry
9457.png,disregard
38300.png,fear
41201.png,angry
80138.png,angry
65757.png,fear
97739.png,surprise
84867.png,angry
85479.png,disregard
15303.png,fear
65275.png,sorrow
90453.png,sorrow
56941.png,fear
85781.png,surprise
56204.png,happy
70552.png,neutral
10595.png,happy
16836.png,neutral
66790.png,neutral
31243.png,surprise
5735.png,sorrow
98878.png,disgust
49363.png,disgust
21682.png,neutral
99927.png,fear
80220.png,happy
32374.png,angry
46089.png,disgust
28693.png,sorrow
43135.png,disgust
29988.png,surprise
47543.png,neutral
4228.png,fear
5076.png,surprise
57091.png,angry
24540.png,angry
6800.png,disregard
97809.png,disregard
9448.png,disregard
92047.png,disregard
16201.png,neutral
58535.png,disgust
11420.png,fear
54647.png,neutral
34071.png,happy
79995.png,happy
87079.png,disgust
66557.png,disregard
60838.png,angry
20869.png,happy
73332.png,happy
42655.png,surprise
41898.png,disregard
87185.png,happy
41066.png,neutral
33223.png,disgust
74194.png,sorrow
65283.png,surprise
49146.png,disregard
33461.png,fear
12935.png,angry
35619.png,disgust
11628.png,sorrow
24534.png,surprise
91716.png,disgust
34590.png,fear
94182.png,angry
3903.png,disregard
89938.png,happy
60568.png,sorrow
94184.png,neutral
86445.png,neutral
91472.png,surprise
31034.png,angry
99075.png,disgust
58958.png,fear
58380.png,surprise
35177.png,fear
50134.png,neutral
84833.png,happy
58201.png,fear
39678.png,angry
65869.png,disgust
23536.png,neutral
29491.png,disgust
66396.png,disregard
61583.png,fear
6500.png,disregard
9385.png,happy
81316.png,fear
4405.png,disgust
75481.png,neutral
23953.png,disregard
68359.png,angry
91054.png,disregard
89770.png,angry
18803.png,neutral
92160.png,disregard
97601.png,disgust
60944.png,happy
2984.png,happy
60753.png,fear
441.png,angry
74664.png,happy
21825.png,happy
72086.png,disgust
75508.png,surprise
61820.png,disgust
23897.png,neutral
3691.png,happy
50488.png,happy
85177.png,happy
18779.png,happy
25621.png,neutral
94737.png,angry
76909.png,neutral
67216.png,angry
8431.png,angry
61996.png,surprise
47417.png,happy
94087.png,surprise
78954.png,angry
60599.png,disgust
89197.png,sorrow
52305.png,surprise
23511.png,angry
1930.png,angry
52271.png,disregard
35092.png,neutral
46255.png,disgust
27454.png,neutral
91471.png,disregard
89001.png,neutral
75903.png,surprise
3507.png,neutral
56368.png,surprise
46091.png,neutral
95730.png,neutral
24275.png,sorrow
78933.png,disgust
61017.png,fear
80299.png,angry
86835.png,sorrow
57051.png,angry
95822.png,sorrow
226.png,disgust
80782.png,sorrow
59466.png,sorrow
75865.png,neutral
52042.png,happy
17428.png,disgust
48943.png,angry
45714.png,happy
40440.png,disregard
61751.png,happy
81299.png,surprise
42105.png,disgust
48457.png,fear
40842.png,surprise
90203.png,surprise
36225.png,angry
38058.png,disregard
87255.png,surprise
39786.png,neutral
68294.png,disgust
37434.png,neutral
94438.png,fear
1354.png,happy
12588.png,sorrow
76982.png,disgust
56334.png,angry
21075.png,disregard
75102.png,neutral
65024.png,surprise
14961.png,neutral
43941.png,fear
81818.png,fear
10342.png,disregard
55573.png,sorrow
36228.png,disgust
61740.png,sorrow
85478.png,fear
97717.png,fear
5742.png,surprise
13608.png,happy
91935.png,fear
27885.png,disgust
74860.png,disregard
18693.png,happy
6472.png,angry
63213.png,disregard
53222.png,disregard
91552.png,happy
58682.png,neutral
10451.png,angry
41335.png,disgust
65513.png,happy
69932.png,neutral
68921.png,neutral
41054.png,sorrow
27772.png,surprise
22263.png,fear
29126.png,disregard
54772.png,fear
9222.png,neutral
3616.png,surprise
32556.png,neutral
19182.png,sorrow
59510.png,neutral
20779.png,disgust
43466.png,fear
55387.png,surprise
18674.png,sorrow
62273.png,sorrow
38283.png,sorrow
73707.png,angry
40831.png,neutral
29028.png,happy
87766.png,angry
46511.png,fear
32318.png,fear
82845.png,happy
76464.png,happy
7552.png,angry
51630.png,disgust
51520.png,surprise
78902.png,happy
62288.png,fear
40791.png,neutral
72503.png,disregard
49680.png,angry
58179.png,neutral
79365.png,neutral
74892.png,happy
34984.png,disgust
70205.png,neutral
85623.png,sorrow
65433.png,angry
24704.png,sorrow
3878.png,sorrow
21855.png,disgust
68734.png,disregard
58322.png,sorrow
9615.png,disregard
62694.png,happy
27336.png,disregard
25902.png,angry
52849.png,surprise
71038.png,happy
19464.png,disregard
18496.png,angry
36089.png,happy
47370.png,disgust
86233.png,disregard
72488.png,sorrow
27262.png,fear
12072.png,fear
43221.png,happy
81047.png,happy
10237.png,disregard
36140.png,disregard
41473.png,surprise
92735.png,happy
19042.png,disregard
58738.png,disgust
41994.png,fear
20736.png,angry
43751.png,angry
49790.png,angry
31774.png,fear
85566.png,happy
47640.png,neutral
16125.png,disregard
67298.png,surprise
9658.png,fear
25232.png,neutral
36737.png,angry
49942.png,disgust
16024.png,neutral
26721.png,sorrow
83319.png,disregard
12512.png,disregard
7696.png,happy
53525.png,happy
61273.png,disregard
56968.png,disregard
97258.png,fear
45292.png,sorrow
52083.png,neutral
90498.png,surprise
77822.png,fear
2459.png,disregard
15784.png,fear
55210.png,disgust
73373.png,angry
14350.png,neutral
11447.png,neutral
1277.png,angry
26381.png,sorrow
55670.png,angry
86327.png,sorrow
38199.png,sorrow
68831.png,disgust
53106.png,neutral
31267.png,sorrow
71390.png,happy
84792.png,disregard
11182.png,fear
20976.png,surprise
25787.png,neutral
37375.png,happy
54843.png,disgust
16893.png,happy
98902.png,disgust
69365.png,disgust
81520.png,angry
25576.png,surprise
15197.png,neutral
94348.png,disregard
58112.png,happy
22337.png,disregard
19897.png,happy
9903.png,disgust
58631.png,neutral
24824.png,surprise
85445.png,angry
91214.png,disgust
6752.png,neutral
64904.png,disgust
99248.png,angry
21237.png,sorrow
89376.png,disregard
82685.png,fear
78188.png,angry
66430.png,neutral
27275.png,happy
73829.png,happy
16304.png,disregard
53702.png,disgust
48392.png,disgust
55888.png,disgust
84.png,sorrow
14568.png,fear
3797.png,disgust
69509.png,happy
25059.png,disgust
79020.png,surprise
58275.png,fear
10722.png,sorrow
81041.png,happy
68635.png,disgust
22318.png,neutral
56323.png,fear
81997.png,angry
22995.png,disgust
50040.png,neutral
54500.png,angry
60083.png,neutral
65784.png,surprise
38377.png,angry
42653.png,angry
37973.png,sorrow
47979.png,angry
5315.png,surprise
34753.png,happy
35608.png,angry
9685.png,neutral
10754.png,disgust
77338.png,neutral
17940.png,disregard
12873.png,disregard
91138.png,surprise
68879.png,disgust
44935.png,angry
95883.png,surprise
56336.png,fear
54679.png,fear
12596.png,sorrow
79291.png,angry
59796.png,neutral
96137.png,angry
24116.png,angry
82399.png,fear
19124.png,sorrow
29747.png,disregard
65838.png,neutral
88783.png,disregard
8641.png,happy
62985.png,happy
34242.png,fear
48040.png,happy
15601.png,neutral
84917.png,fear
89532.png,neutral
7892.png,disgust
66664.png,happy
56780.png,fear
22128.png,neutral
65740.png,fear
87839.png,angry
18794.png,surprise
83867.png,angry
942.png,surprise
99001.png,disgust
71444.png,fear
48301.png,happy
14771.png,sorrow
10450.png,fear
87244.png,fear
62858.png,neutral
9565.png,disregard
27754.png,disgust
13774.png,fear
60971.png,happy
98981.png,disregard
70262.png,happy
87000.png,sorrow
5060.png,disregard
41927.png,sorrow
52315.png,fear
87609.png,disgust
2580.png,disgust
97652.png,neutral
27158.png,neutral
78417.png,disgust
26035.png,sorrow
64704.png,sorrow
47474.png,sorrow
48720.png,disgust
98507.png,disgust
7359.png,neutral
23929.png,fear
26751.png,neutral
25294.png,fear
70836.png,happy
98358.png,angry
33700.png,fear
25981.png,happy
97781.png,angry
438.png,happy
54470.png,surprise
89150.png,angry
99398.png,disregard
61395.png,disgust
9489.png,surprise
3284.png,angry
71816.png,disgust
46897.png,neutral
51977.png,neutral
57194.png,disregard
71396.png,neutral
7810.png,surprise
98749.png,surprise
94856.png,sorrow
65699.png,neutral
50609.png,neutral
60150.png,neutral
71890.png,neutral
72186.png,disregard
33509.png,disgust
6414.png,fear
42240.png,happy
17410.png,happy
4801.png,sorrow
80885.png,angry
72744.png,sorrow
33991.png,disregard
78329.png,fear
91168.png,fear
46029.png,neutral
3799.png,fear
92663.png,sorrow
5433.png,angry
53805.png,happy
71629.png,neutral
56005.png,surprise
90385.png,fear
49100.png,angry
21121.png,sorrow
86669.png,neutral
9226.png,fear
34002.png,fear
77880.png,disregard
83162.png,happy
60242.png,surprise
85059.png,angry
63109.png,disregard
11840.png,happy
54712.png,sorrow
21329.png,happy
78356.png,happy
63927.png,surprise
77061.png,disregard
36379.png,happy
97776.png,disregard
30572.png,angry
85041.png,disregard
74584.png,surprise
95216.png,angry
36557.png,angry
45598.png,happy
71401.png,disgust
78924.png,disregard
76940.png,disgust
82907.png,sorrow
59730.png,happy
12177.png,sorrow
36525.png,fear
56266.png,fear
21814.png,neutral
36826.png,angry
93936.png,disregard
25684.png,disgust
55456.png,sorrow
39539.png,neutral
11677.png,sorrow
68254.png,fear
12518.png,fear
68539.png,neutral
21775.png,disgust
34752.png,happy
24587.png,disregard
48428.png,angry
55512.png,surprise
6918.png,neutral
56746.png,sorrow
38674.png,neutral
342.png,disregard
33384.png,disgust
57006.png,disregard
17017.png,surprise
87778.png,sorrow
9960.png,fear
2546.png,neutral
15797.png,angry
19716.png,happy
2458.png,surprise
72628.png,happy
91191.png,surprise
92774.png,surprise
11089.png,angry
36466.png,sorrow
78592.png,happy
53544.png,surprise
10724.png,fear
2894.png,happy
10002.png,fear
11281.png,angry
55375.png,angry
492.png,sorrow
11982.png,neutral
53420.png,disregard
23547.png,fear
8927.png,surprise
56597.png,angry
23687.png,angry
96860.png,surprise
10574.png,surprise
22134.png,fear
8516.png,disregard
91313.png,fear
46685.png,neutral
98995.png,happy
45880.png,disregard
15437.png,fear
40577.png,happy
98048.png,neutral
47331.png,sorrow
47877.png,angry
87787.png,neutral
19190.png,angry
84774.png,surprise
65969.png,fear
38956.png,sorrow
74572.png,angry
88939.png,surprise
66656.png,happy
26437.png,angry
13345.png,disgust
88343.png,angry
6099.png,sorrow
52566.png,surprise
41031.png,surprise
59592.png,happy
15492.png,angry
57978.png,sorrow
35736.png,fear
27774.png,angry
35950.png,disregard
5112.png,sorrow
421.png,surprise
94714.png,angry
33363.png,happy
93337.png,disgust
86165.png,fear
19727.png,happy
35684.png,disregard
48160.png,fear
18828.png,fear
24203.png,disregard
95910.png,disgust
4912.png,angry
19623.png,surprise
42940.png,neutral
75181.png,disregard
84340.png,surprise
96825.png,fear
69178.png,neutral
78767.png,disregard
5661.png,disregard
88888.png,disregard
62045.png,sorrow
86024.png,happy
29418.png,sorrow
97118.png,disgust
77029.png,neutral
49662.png,angry
47610.png,sorrow
10974.png,happy
92661.png,surprise
26427.png,happy
21608.png,happy
5326.png,disregard
73777.png,happy
90392.png,neutral
85149.png,surprise
24228.png,happy
84595.png,neutral
91298.png,disregard
99325.png,neutral
48917.png,disgust
59006.png,disregard
46051.png,happy
25692.png,sorrow
68922.png,disgust
76801.png,disgust
49999.png,disgust
93506.png,disregard
71061.png,happy
59680.png,fear
95106.png,angry
46505.png,neutral
85506.png,sorrow
39562.png,happy
90312.png,fear
80870.png,happy
34207.png,angry
37711.png,disgust
5261.png,sorrow
64178.png,fear
21811.png,disgust
2136.png,happy
15535.png,surprise
65864.png,surprise
78229.png,neutral
93374.png,neutral
88640.png,surprise
64280.png,surprise
12962.png,disregard
54356.png,surprise
18179.png,fear
51676.png,disgust
44433.png,surprise
71581.png,surprise
2550.png,disgust
27705.png,angry
86054.png,sorrow
5900.png,surprise
38559.png,sorrow
85270.png,happy
90796.png,fear
91494.png,happy
6496.png,surprise
62426.png,happy
24886.png,fear
23878.png,angry
52201.png,disregard
93908.png,sorrow
7746.png,sorrow
17892.png,disgust
71695.png,disregard
62368.png,neutral
49161.png,sorrow
32263.png,fear
95368.png,sorrow
26081.png,disregard
7431.png,sorrow
35553.png,surprise
64932.png,fear
10801.png,disregard
95021.png,angry
7876.png,fear
72119.png,disregard
27988.png,angry
43319.png,sorrow
67314.png,fear
42881.png,angry
83447.png,happy
32287.png,disregard
28491.png,surprise
28917.png,sorrow
28327.png,angry
92736.png,sorrow
56595.png,disgust
42977.png,fear
67090.png,fear
98650.png,surprise
92339.png,disgust
33193.png,fear
67300.png,disregard
14626.png,happy
85088.png,angry
25699.png,fear
77941.png,disgust
42935.png,disregard
43321.png,sorrow
60341.png,angry
53219.png,angry
28234.png,angry
92875.png,happy
53156.png,surprise
41978.png,happy
89858.png,happy
96634.png,disgust
10250.png,happy
78113.png,surprise
65373.png,happy
15247.png,neutral
33859.png,happy
41968.png,disregard
48048.png,angry
61484.png,disregard
17318.png,neutral
37750.png,surprise
32387.png,neutral
42979.png,neutral
56990.png,fear
9153.png,fear
42870.png,happy
88815.png,happy
38166.png,fear
86101.png,angry
87675.png,angry
99499.png,happy
62626.png,sorrow
29058.png,surprise
57455.png,disgust
69614.png,fear
47217.png,fear
80856.png,neutral
85780.png,neutral
34805.png,disgust
11692.png,happy
34751.png,neutral
91799.png,disgust
25702.png,happy
71828.png,angry
67563.png,fear
47601.png,fear
27615.png,angry
82205.png,angry
1782.png,disregard
91074.png,disregard
58235.png,surprise
99557.png,sorrow
24262.png,fear
85738.png,happy
7662.png,surprise
74356.png,disgust
78137.png,fear
97110.png,neutral
4190.png,fear
66486.png,disregard
6921.png,angry
53353.png,fear
8110.png,sorrow
69131.png,disregard
21379.png,fear
48502.png,disgust
73384.png,angry
70194.png,happy
31078.png,happy
22047.png,happy
45527.png,disgust
46194.png,disgust
28362.png,angry
87776.png,surprise
3568.png,neutral
12867.png,disregard
36103.png,angry
91976.png,surprise
13201.png,sorrow
78599.png,angry
54599.png,surprise
28323.png,sorrow
55445.png,fear
26678.png,fear
38306.png,disregard
49362.png,surprise
31082.png,surprise
96064.png,neutral
40717.png,surprise
2683.png,sorrow
4967.png,happy
57248.png,disregard
59153.png,angry
37493.png,disgust
26737.png,happy
49320.png,fear
9770.png,disregard
23676.png,happy
14502.png,sorrow
49241.png,happy
47812.png,surprise
74114.png,angry
24334.png,disregard
16259.png,sorrow
42489.png,angry
23885.png,fear
74530.png,surprise
4820.png,disgust
6896.png,fear
76566.png,angry
68650.png,disregard
27737.png,neutral
43794.png,disregard
1122.png,surprise
3764.png,sorrow
29368.png,sorrow
3806.png,sorrow
50965.png,sorrow
78643.png,sorrow
90610.png,sorrow
81286.png,angry
85075.png,happy
48710.png,disgust
85267.png,happy
40235.png,sorrow
61629.png,surprise
3275.png,disgust
19093.png,neutral
61269.png,surprise
35942.png,sorrow
13951.png,disregard
20071.png,disregard
88720.png,surprise
23983.png,fear
73559.png,disregard
83903.png,sorrow
25511.png,neutral
34380.png,angry
90755.png,angry
13044.png,happy
71041.png,angry
39793.png,angry
5122.png,disgust
40998.png,disgust
98971.png,happy
36189.png,angry
49123.png,disgust
30456.png,disgust
12358.png,fear
29004.png,disgust
82568.png,surprise
33390.png,fear
59737.png,disgust
49992.png,surprise
30636.png,happy
66826.png,sorrow
58686.png,disgust
26934.png,angry
92783.png,neutral
98851.png,surprise
53791.png,fear
60509.png,disgust
72859.png,neutral
72384.png,neutral
57641.png,fear
89374.png,happy
61611.png,surprise
92108.png,surprise
25788.png,disgust
18418.png,surprise
51232.png,angry
49137.png,neutral
7771.png,disregard
15490.png,disgust
36045.png,neutral
52296.png,surprise
39261.png,happy
8777.png,fear
37113.png,fear
67587.png,fear
55159.png,fear
91030.png,disregard
69979.png,angry
50741.png,disgust
34432.png,fear
99599.png,surprise
46816.png,happy
62523.png,disgust
98263.png,disregard
48766.png,sorrow
72447.png,disgust
66207.png,neutral
85364.png,neutral
41617.png,fear
40847.png,disregard
47540.png,fear
24785.png,neutral
3434.png,disregard
6941.png,disregard
8449.png,neutral
67797.png,fear
83246.png,neutral
33453.png,sorrow
90956.png,disgust
37190.png,angry
88796.png,disgust
57643.png,sorrow
97608.png,disgust
38957.png,surprise
2263.png,surprise
43065.png,disregard
48617.png,disgust
35786.png,fear
71275.png,neutral
54881.png,surprise
58204.png,disregard
20592.png,neutral
62164.png,disregard
48367.png,sorrow
17767.png,happy
43767.png,happy
75876.png,surprise
95522.png,fear
21935.png,neutral
1561.png,angry
42639.png,angry
98062.png,disregard
18051.png,surprise
54069.png,disgust
54657.png,surprise
91269.png,sorrow
11944.png,neutral
24271.png,disregard
70894.png,neutral
26964.png,happy
10800.png,disgust
49413.png,angry
43964.png,sorrow
73919.png,neutral
3627.png,disgust
69160.png,disregard
53211.png,neutral
69626.png,neutral
38402.png,angry
71389.png,neutral
58665.png,neutral
84209.png,neutral
19427.png,disregard
68193.png,sorrow
74746.png,surprise
60319.png,disregard
67864.png,disregard
24696.png,disregard
52312.png,sorrow
12204.png,fear
4385.png,happy
61706.png,fear
66225.png,neutral
99992.png,angry
41026.png,surprise
63340.png,surprise
54288.png,disregard
28890.png,disregard
42008.png,surprise
22072.png,surprise
4775.png,happy
12690.png,neutral
24841.png,happy
32035.png,disgust
75352.png,happy
2826.png,happy
70004.png,disregard
13633.png,disregard
30943.png,disregard
17664.png,neutral
93427.png,happy
54725.png,happy
33257.png,happy
65127.png,disregard
76737.png,fear
30493.png,neutral
42020.png,disregard
31068.png,neutral
86294.png,angry
14723.png,angry
40591.png,surprise
92425.png,neutral
65006.png,surprise
52073.png,surprise
17913.png,surprise
38700.png,angry
28605.png,fear
24043.png,sorrow
4286.png,surprise
47106.png,disregard
34487.png,happy
44927.png,angry
6767.png,disgust
75916.png,surprise
13150.png,angry
59785.png,angry
15770.png,sorrow
75363.png,disgust
17667.png,surprise
55529.png,sorrow
56444.png,happy
25235.png,surprise
77198.png,fear
13937.png,neutral
3695.png,angry
97923.png,disgust
75373.png,happy
54658.png,happy
54071.png,neutral
5188.png,sorrow
37655.png,fear
66971.png,surprise
41519.png,sorrow
86847.png,fear
31764.png,angry
13322.png,disgust
43470.png,sorrow
60109.png,surprise
93431.png,surprise
17549.png,fear
96003.png,disregard
22869.png,happy
39811.png,angry
84383.png,disgust
94765.png,fear
95876.png,surprise
31223.png,neutral
11477.png,happy
1810.png,happy
92226.png,disregard
57375.png,neutral
737.png,happy
67773.png,angry
7011.png,neutral
3864.png,sorrow
2024.png,sorrow
9308.png,disgust
71464.png,angry
4633.png,disregard
82556.png,fear
91576.png,disgust
88611.png,disgust
37730.png,angry
21451.png,happy
60926.png,disregard
77511.png,fear
38012.png,happy
55203.png,neutral
38203.png,neutral
51393.png,fear
8147.png,happy
76815.png,sorrow
21660.png,happy
42756.png,happy
63098.png,sorrow
47797.png,happy
31442.png,surprise
36966.png,sorrow
99811.png,fear
34258.png,fear
27540.png,fear
5301.png,disregard
61766.png,happy
44.png,disgust
90121.png,happy
79206.png,sorrow
62687.png,surprise
43278.png,neutral
23591.png,sorrow
48623.png,sorrow
42103.png,neutral
47.png,disregard
73076.png,neutral
4227.png,disgust
35899.png,surprise
72133.png,surprise
53484.png,sorrow
10592.png,neutral
96249.png,happy
96645.png,happy
78654.png,angry
35041.png,disgust
68784.png,sorrow
63702.png,disgust
63099.png,angry
80629.png,disregard
49298.png,disgust
31843.png,surprise
55897.png,angry
28366.png,surprise
45959.png,angry
90599.png,neutral
68584.png,fear
38309.png,neutral
61786.png,surprise
4584.png,sorrow
24820.png,disgust
58703.png,surprise
43989.png,surprise
228.png,neutral
41648.png,surprise
55933.png,surprise
69275.png,fear
57632.png,disgust
4339.png,disgust
12248.png,fear
12635.png,happy
71393.png,angry
62425.png,angry
2764.png,disgust
52382.png,sorrow
9869.png,fear
52456.png,disregard
97895.png,fear
85115.png,neutral
51976.png,fear
85602.png,disregard
22252.png,disregard
67969.png,disregard
27337.png,disregard
29416.png,neutral
39797.png,angry
75993.png,angry
7636.png,disgust
25346.png,angry
73237.png,sorrow
37461.png,sorrow
30715.png,neutral
44784.png,disgust
26824.png,disregard
99418.png,neutral
6869.png,surprise
2692.png,surprise
2386.png,fear
88666.png,disgust
90485.png,disgust
30576.png,disregard
81532.png,sorrow
71878.png,disgust
40287.png,neutral
24105.png,disgust
36848.png,neutral
29459.png,disgust
41342.png,fear
48176.png,happy
45243.png,disgust
85909.png,surprise
8117.png,disregard
44108.png,disgust
51779.png,happy
50714.png,disregard
30646.png,disgust
76667.png,happy
51031.png,sorrow
73769.png,disregard
51184.png,sorrow
32020.png,disregard
15988.png,angry
78353.png,neutral
38594.png,angry
68297.png,angry
29637.png,surprise
49869.png,surprise
88527.png,neutral
77538.png,angry
89953.png,neutral
29009.png,sorrow
99076.png,surprise
85917.png,sorrow
33519.png,sorrow
51614.png,neutral
87691.png,angry
60001.png,fear
46059.png,neutral
73740.png,surprise
98251.png,disgust
80166.png,happy
90144.png,happy
60646.png,fear
31604.png,happy
4192.png,fear
5135.png,angry
86422.png,fear
84654.png,fear
9766.png,happy
55923.png,happy
12782.png,fear
27793.png,fear
54787.png,disregard
49670.png,fear
74993.png,disregard
87840.png,disgust
62746.png,sorrow
55240.png,angry
14558.png,disgust
6356.png,disgust
37680.png,happy
24640.png,disregard
29089.png,fear
83609.png,disregard
8720.png,surprise
29190.png,sorrow
61479.png,happy
65832.png,fear
93079.png,fear
47849.png,surprise
65005.png,fear
51938.png,sorrow
82259.png,disregard
71864.png,angry
71394.png,sorrow
45475.png,angry
4226.png,sorrow
17442.png,disgust
15643.png,sorrow
33032.png,disregard
2163.png,happy
35498.png,disregard
77383.png,sorrow
75206.png,happy
87856.png,neutral
49386.png,angry
54081.png,happy
96468.png,sorrow
41371.png,disgust
77724.png,sorrow
79556.png,surprise
62799.png,surprise
91346.png,angry
30065.png,angry
81094.png,angry
62138.png,disgust
60505.png,sorrow
86460.png,surprise
87836.png,neutral
81636.png,sorrow
76249.png,sorrow
85038.png,neutral
20780.png,disgust
10725.png,angry
35278.png,happy
59318.png,neutral
17622.png,disgust
54629.png,neutral
39361.png,happy
72090.png,sorrow
96122.png,sorrow
649.png,disregard
95630.png,angry
72622.png,angry
60358.png,disgust
77363.png,sorrow
49755.png,disregard
58994.png,fear
71657.png,disgust
46513.png,fear
88020.png,happy
15116.png,neutral
58580.png,angry
36400.png,neutral
82246.png,happy
4572.png,neutral
10696.png,fear
54380.png,fear
5007.png,neutral
14286.png,surprise
30021.png,disregard
93797.png,disgust
52237.png,angry
48290.png,angry
96086.png,angry
57419.png,happy
72171.png,disregard
75339.png,fear
63389.png,neutral
93967.png,happy
5703.png,angry
47318.png,angry
55648.png,fear
23590.png,disregard
20501.png,disregard
35199.png,angry
27354.png,neutral
88294.png,neutral
4420.png,surprise
53325.png,fear
54307.png,angry
33012.png,sorrow
81959.png,neutral
40973.png,sorrow
71762.png,fear
66811.png,surprise
18699.png,angry
68589.png,disregard
64499.png,fear
18940.png,surprise
84874.png,sorrow
38778.png,fear
33702.png,angry
21937.png,fear
85572.png,fear
32974.png,happy
2194.png,surprise
1938.png,fear
31188.png,surprise
85604.png,disgust
54246.png,disregard
12183.png,angry
97721.png,disregard
29767.png,surprise
75497.png,angry
60217.png,disregard
11005.png,fear
88691.png,neutral
48689.png,sorrow
81291.png,happy
77455.png,fear
32448.png,happy
19566.png,sorrow
82119.png,disgust
76682.png,surprise
10453.png,fear
18731.png,happy
18771.png,fear
12362.png,sorrow
13527.png,fear
13170.png,angry
21277.png,angry
91111.png,sorrow
3674.png,disregard
13611.png,disregard
1163.png,disgust
89356.png,angry
24099.png,neutral
30405.png,neutral
24905.png,disgust
28302.png,disgust
7409.png,fear
16346.png,fear
19764.png,neutral
61436.png,disgust
31751.png,disregard
74686.png,disgust
24270.png,disgust
55215.png,surprise
40858.png,surprise
70110.png,sorrow
80610.png,angry
8492.png,surprise
88017.png,disgust
71243.png,sorrow
17149.png,happy
55405.png,disregard
80719.png,fear
44767.png,fear
52337.png,disregard
31791.png,sorrow
75212.png,fear
50725.png,disgust
45520.png,disregard
31133.png,angry
5394.png,happy
54572.png,neutral
3502.png,disregard
13788.png,disregard
15049.png,disgust
41104.png,disregard
36051.png,happy
5252.png,disregard
16895.png,angry
60130.png,disgust
19409.png,fear
84898.png,happy
90843.png,fear
12847.png,happy
5612.png,surprise
79264.png,disgust
86882.png,angry
93694.png,disgust
54104.png,disregard
76437.png,angry
67301.png,sorrow
89909.png,neutral
1028.png,disregard
10864.png,surprise
24187.png,neutral
80792.png,surprise
61357.png,neutral
14746.png,disregard
93388.png,neutral
99822.png,disgust
85699.png,sorrow
97557.png,sorrow
70066.png,neutral
40582.png,surprise
7170.png,angry
55889.png,sorrow
9187.png,surprise
96570.png,fear
98029.png,sorrow
19904.png,sorrow
46252.png,neutral
69344.png,sorrow
27271.png,disregard
52916.png,sorrow
20032.png,neutral
98319.png,happy
99772.png,disgust
91236.png,fear
74489.png,sorrow
63889.png,disregard
22205.png,surprise
39411.png,sorrow
9029.png,neutral
82783.png,happy
89648.png,fear
16152.png,disgust
98456.png,neutral
99007.png,sorrow
17071.png,sorrow
41139.png,neutral
62763.png,happy
2330.png,disgust
78845.png,disgust
15319.png,sorrow
34103.png,disregard
89725.png,sorrow
67669.png,neutral
35669.png,angry
90447.png,happy
95663.png,surprise
88272.png,sorrow
22636.png,disregard
12361.png,happy
8653.png,sorrow
89752.png,angry
6376.png,neutral
10217.png,disregard
30893.png,happy
94202.png,happy
99373.png,neutral
14357.png,sorrow
66751.png,surprise
53664.png,neutral
36483.png,angry
94151.png,sorrow
97677.png,angry
78271.png,surprise
81900.png,angry
73379.png,disgust
86200.png,neutral
9009.png,angry
83488.png,disgust
99897.png,surprise
68182.png,surprise
69331.png,angry
64223.png,sorrow
69005.png,fear
17513.png,disgust
32545.png,surprise
9369.png,surprise
88719.png,fear
39972.png,disgust
8498.png,angry
67577.png,angry
29632.png,disgust
1864.png,fear
59554.png,happy
10135.png,angry
57897.png,sorrow
55780.png,surprise
55351.png,disgust
65917.png,disgust
36244.png,neutral
92619.png,sorrow
10953.png,neutral
94702.png,neutral
60436.png,surprise
86769.png,angry
50847.png,disregard
84823.png,happy
1271.png,fear
39631.png,surprise
87761.png,happy
64264.png,disregard
8460.png,sorrow
7304.png,neutral
33470.png,happy
68953.png,sorrow
26872.png,fear
16515.png,disgust
18721.png,surprise
99035.png,disregard
6504.png,angry
81355.png,sorrow
91946.png,neutral
10052.png,happy
63420.png,neutral
73220.png,neutral
13445.png,surprise
18104.png,angry
22195.png,disregard
62724.png,sorrow
20518.png,happy
26137.png,surprise
43073.png,fear
50551.png,disregard
37365.png,neutral
67758.png,disregard
79731.png,disregard
86151.png,fear
75534.png,sorrow
87830.png,fear
96002.png,sorrow
78298.png,neutral
71654.png,sorrow
97126.png,surprise
11554.png,angry
52139.png,disgust
18810.png,surprise
80980.png,sorrow
96554.png,surprise
73653.png,angry
49218.png,surprise
7994.png,disregard
3523.png,sorrow
41918.png,surprise
17278.png,surprise
69598.png,sorrow
89498.png,happy
48743.png,disgust
60801.png,happy
69055.png,neutral
83456.png,neutral
36121.png,happy
8258.png,sorrow
29079.png,surprise
63130.png,disregard
35890.png,neutral
64950.png,surprise
88806.png,neutral
85672.png,disregard
83329.png,surprise
80478.png,angry
4463.png,neutral
68544.png,happy
40589.png,neutral
53313.png,disgust
60297.png,surprise
7498.png,happy
68979.png,happy
60085.png,sorrow
23047.png,disgust
